PubmedID,Title,Publication Date,Non-academic Author(s),Company Affiliation(s),Corresponding Author Email
40600480,Strategies for implementing long-acting cabotegravir for PrEP in US clinics serving Black women: interim healthcare provider findings from the EBONI study.,2025,Kimberly Smith,"ViiV Healthcare, Durham, North Carolina, USA.",
40600480,Strategies for implementing long-acting cabotegravir for PrEP in US clinics serving Black women: interim healthcare provider findings from the EBONI study.,2025,Annemiek de Ruiter,"ViiV Healthcare, London, UK.",
40600480,Strategies for implementing long-acting cabotegravir for PrEP in US clinics serving Black women: interim healthcare provider findings from the EBONI study.,2025,Maggie Czarnogorski,"ViiV Healthcare, Durham, North Carolina, USA.",
40600480,Strategies for implementing long-acting cabotegravir for PrEP in US clinics serving Black women: interim healthcare provider findings from the EBONI study.,2025,Nanlesta Pilgrim,"ViiV Healthcare, Durham, North Carolina, USA.",
40594462,A 22 month prospective assessment of neutralizing and IgG antibody levels against SARS-CoV-2 variants following homologous and heterologous BNT162b2 boosting.,2025,Nur Diana Anuar,"Sengenics Corporation, Level M, Plaza Zurich, Damansara Heights, 50490, Kuala Lumpur, Malaysia.",
40594462,A 22 month prospective assessment of neutralizing and IgG antibody levels against SARS-CoV-2 variants following homologous and heterologous BNT162b2 boosting.,2025,Ti-Myen Tan,"Sengenics Corporation, Level M, Plaza Zurich, Damansara Heights, 50490, Kuala Lumpur, Malaysia.",
40555671,Adverse reactions following first three doses of the BNT162b2 mRNA COVID-19 vaccine: A prospective cohort study on relationships with individual characteristics and previous experience of adverse reactions.,2025,Yoshio Hirota,"Clinical Epidemiology Research Center, SOUSEIKAI Medical Group (Medical Co., LTA), Fukuoka, Japan.",
40519918,Negative associations of age and lifestyle factors with the antibody response to the COVID-19 vaccine BNT162b2 in health workers from Spain.,2025,Luis Sarabia de Ardanaz,"Universidad de Granada, Departamento de Medicina Preventiva y Salud Pública, Granada, Spain.",
40519918,Negative associations of age and lifestyle factors with the antibody response to the COVID-19 vaccine BNT162b2 in health workers from Spain.,2025,Alba Leyva,"Vircell, S.L., Granada, Spain.",
40519918,Negative associations of age and lifestyle factors with the antibody response to the COVID-19 vaccine BNT162b2 in health workers from Spain.,2025,Pilar Requena,"Universidad de Granada, Departamento de Medicina Preventiva y Salud Pública, Granada, Spain.",
40489510,"Vaccine effectiveness of inactivated and mRNA COVID-19 vaccine platform during Delta and Omicron wave in Jakarta, Indonesia: A test-negative case-control study.",2025,Erlina Burhan,"Indonesia Society of Respirology, Jakarta, Indonesia.",
40489510,"Vaccine effectiveness of inactivated and mRNA COVID-19 vaccine platform during Delta and Omicron wave in Jakarta, Indonesia: A test-negative case-control study.",2025,Sabarinah Prasetyo,"Faculty of Public Health Universitas Indonesia, West Java, Indonesia.",
40489510,"Vaccine effectiveness of inactivated and mRNA COVID-19 vaccine platform during Delta and Omicron wave in Jakarta, Indonesia: A test-negative case-control study.",2025,Dwi Gayatri,"Faculty of Public Health Universitas Indonesia, West Java, Indonesia.",
40489510,"Vaccine effectiveness of inactivated and mRNA COVID-19 vaccine platform during Delta and Omicron wave in Jakarta, Indonesia: A test-negative case-control study.",2025,Iwan Ariawan,"Faculty of Public Health Universitas Indonesia, West Java, Indonesia.",
40437463,Adults in Ghana generate higher and more durable neutralising antibody titres following primary course COVID-19 vaccination than matched UK adults: The HERITAGE Study.,2025,Eliza Mari Kwesi-Maliepaard,"Yemaachi Biotech, Accra, Ghana.",
40437463,Adults in Ghana generate higher and more durable neutralising antibody titres following primary course COVID-19 vaccination than matched UK adults: The HERITAGE Study.,2025,Yakubu Alhassan,"Yemaachi Biotech, Accra, Ghana.",
40437463,Adults in Ghana generate higher and more durable neutralising antibody titres following primary course COVID-19 vaccination than matched UK adults: The HERITAGE Study.,2025,Emmanuel K Quaye,"Yemaachi Biotech, Accra, Ghana.",
40437463,Adults in Ghana generate higher and more durable neutralising antibody titres following primary course COVID-19 vaccination than matched UK adults: The HERITAGE Study.,2025,Vera M Kotey,"Yemaachi Biotech, Accra, Ghana.",
40437463,Adults in Ghana generate higher and more durable neutralising antibody titres following primary course COVID-19 vaccination than matched UK adults: The HERITAGE Study.,2025,Aisha M Mohammed,"Yemaachi Biotech, Accra, Ghana.",
40437463,Adults in Ghana generate higher and more durable neutralising antibody titres following primary course COVID-19 vaccination than matched UK adults: The HERITAGE Study.,2025,Seth Agyemang,"Yemaachi Biotech, Accra, Ghana.",
40437463,Adults in Ghana generate higher and more durable neutralising antibody titres following primary course COVID-19 vaccination than matched UK adults: The HERITAGE Study.,2025,Adelaide K Sromani,"Yemaachi Biotech, Accra, Ghana.",
40437463,Adults in Ghana generate higher and more durable neutralising antibody titres following primary course COVID-19 vaccination than matched UK adults: The HERITAGE Study.,2025,Stephanie Darko,"Yemaachi Biotech, Accra, Ghana.",
40437463,Adults in Ghana generate higher and more durable neutralising antibody titres following primary course COVID-19 vaccination than matched UK adults: The HERITAGE Study.,2025,Erica Buadii,"Yemaachi Biotech, Accra, Ghana.",
40437463,Adults in Ghana generate higher and more durable neutralising antibody titres following primary course COVID-19 vaccination than matched UK adults: The HERITAGE Study.,2025,Randy Tackie,"Yemaachi Biotech, Accra, Ghana.",
40437463,Adults in Ghana generate higher and more durable neutralising antibody titres following primary course COVID-19 vaccination than matched UK adults: The HERITAGE Study.,2025,Harry Akligoh,"Yemaachi Biotech, Accra, Ghana.",
40437463,Adults in Ghana generate higher and more durable neutralising antibody titres following primary course COVID-19 vaccination than matched UK adults: The HERITAGE Study.,2025,Barikisu Ibrahim,"Yemaachi Biotech, Accra, Ghana.",
40437463,Adults in Ghana generate higher and more durable neutralising antibody titres following primary course COVID-19 vaccination than matched UK adults: The HERITAGE Study.,2025,David Hutchful,"Yemaachi Biotech, Accra, Ghana.",
40437463,Adults in Ghana generate higher and more durable neutralising antibody titres following primary course COVID-19 vaccination than matched UK adults: The HERITAGE Study.,2025,Lily Paemka,"Yemaachi Biotech, Accra, Ghana.",
40437463,Adults in Ghana generate higher and more durable neutralising antibody titres following primary course COVID-19 vaccination than matched UK adults: The HERITAGE Study.,2025,Emmanuella Amoako,"Yemaachi Biotech, Accra, Ghana.",
40437463,Adults in Ghana generate higher and more durable neutralising antibody titres following primary course COVID-19 vaccination than matched UK adults: The HERITAGE Study.,2025,Joyce M Ngoi,"Yemaachi Biotech, Accra, Ghana.",
40437463,Adults in Ghana generate higher and more durable neutralising antibody titres following primary course COVID-19 vaccination than matched UK adults: The HERITAGE Study.,2025,Aida Manu,"Yemaachi Biotech, Accra, Ghana.",
40437463,Adults in Ghana generate higher and more durable neutralising antibody titres following primary course COVID-19 vaccination than matched UK adults: The HERITAGE Study.,2025,Abdul Razak Quao,"Adabraka Polyclinic, Accra, Ghana.",
40437463,Adults in Ghana generate higher and more durable neutralising antibody titres following primary course COVID-19 vaccination than matched UK adults: The HERITAGE Study.,2025,Akosua Ayisi,"Ghana Health Service, Accra, Ghana.",
40437463,Adults in Ghana generate higher and more durable neutralising antibody titres following primary course COVID-19 vaccination than matched UK adults: The HERITAGE Study.,2025,Kwame Amponsa-Achiano,"Ghana Health Service, Accra, Ghana.",
40437463,Adults in Ghana generate higher and more durable neutralising antibody titres following primary course COVID-19 vaccination than matched UK adults: The HERITAGE Study.,2025,Franklin Asiedu Bekoe,"Ghana Health Service, Accra, Ghana.",
40437463,Adults in Ghana generate higher and more durable neutralising antibody titres following primary course COVID-19 vaccination than matched UK adults: The HERITAGE Study.,2025,Yaw Bediako,"Yemaachi Biotech, Accra, Ghana. yaw@yemaachi.com.",yaw@yemaachi.com
40436912,Prolonged effects of adenoviral vector priming on T-cell cytokine production in heterologous adenoviral vector/mRNA COVID-19 vaccination regimens.,2025,Yoshio Hirota,"Clinical Epidemiology Research Center, SOUSEIKAI Medical Group (Medical Co. LTA), Fukuoka, Japan.",
40436912,Prolonged effects of adenoviral vector priming on T-cell cytokine production in heterologous adenoviral vector/mRNA COVID-19 vaccination regimens.,2025,Tomomi Tsuru,"PS Clinic, SOUSEIKAI Medical Group (Medical Co. LTA), Fukuoka, Japan. tomomi-tsuru@lta-med.com.",tomomi-tsuru@lta-med.com
40430765,The Overlooked Nucleocapsid Response: A Cohort Study of SARS-CoV-2 Vaccines in Brazil.,2025,Fatima de Cássia Evangelista de Oliveira,"Unidade de Apoio ao Diagnóstico da COVID-19, Fundação Oswaldo Cruz (Fiocruz), Eusébio 61773-270, Ceará, Brazil.",
40430765,The Overlooked Nucleocapsid Response: A Cohort Study of SARS-CoV-2 Vaccines in Brazil.,2025,Ana Carolina Matias Dinelly Pinto,"Unidade de Apoio ao Diagnóstico da COVID-19, Fundação Oswaldo Cruz (Fiocruz), Eusébio 61773-270, Ceará, Brazil.",
40430765,The Overlooked Nucleocapsid Response: A Cohort Study of SARS-CoV-2 Vaccines in Brazil.,2025,Maria Francilene Souza Silva,"Unidade de Apoio ao Diagnóstico da COVID-19, Fundação Oswaldo Cruz (Fiocruz), Eusébio 61773-270, Ceará, Brazil.",
40430765,The Overlooked Nucleocapsid Response: A Cohort Study of SARS-CoV-2 Vaccines in Brazil.,2025,Max Moreira Lizano Garcia,"Unidade de Apoio ao Diagnóstico da COVID-19, Fundação Oswaldo Cruz (Fiocruz), Eusébio 61773-270, Ceará, Brazil.",
40430765,The Overlooked Nucleocapsid Response: A Cohort Study of SARS-CoV-2 Vaccines in Brazil.,2025,Maria da Conceição Rodrigues Fernandes,"Unidade de Apoio ao Diagnóstico da COVID-19, Fundação Oswaldo Cruz (Fiocruz), Eusébio 61773-270, Ceará, Brazil.",
40430765,The Overlooked Nucleocapsid Response: A Cohort Study of SARS-CoV-2 Vaccines in Brazil.,2025,Gabriela Alexandria Damasceno,"Unidade de Apoio ao Diagnóstico da COVID-19, Fundação Oswaldo Cruz (Fiocruz), Eusébio 61773-270, Ceará, Brazil.",
40430765,The Overlooked Nucleocapsid Response: A Cohort Study of SARS-CoV-2 Vaccines in Brazil.,2025,Amanda Campelo Lima de Melo,"Unidade de Apoio ao Diagnóstico da COVID-19, Fundação Oswaldo Cruz (Fiocruz), Eusébio 61773-270, Ceará, Brazil.",
40430765,The Overlooked Nucleocapsid Response: A Cohort Study of SARS-CoV-2 Vaccines in Brazil.,2025,Tamires Cardoso Matsui,"Unidade de Apoio ao Diagnóstico da COVID-19, Fundação Oswaldo Cruz (Fiocruz), Eusébio 61773-270, Ceará, Brazil.",
40430765,The Overlooked Nucleocapsid Response: A Cohort Study of SARS-CoV-2 Vaccines in Brazil.,2025,Tamiris de Fátima Goebel de Souza,"Unidade de Apoio ao Diagnóstico da COVID-19, Fundação Oswaldo Cruz (Fiocruz), Eusébio 61773-270, Ceará, Brazil.",
40430765,The Overlooked Nucleocapsid Response: A Cohort Study of SARS-CoV-2 Vaccines in Brazil.,2025,Caroline Passaes,"Pasteur-Fiocruz Center on Immunology and Immunotherapy, Eusébio 61773-270, Ceará, Brazil.",
40430765,The Overlooked Nucleocapsid Response: A Cohort Study of SARS-CoV-2 Vaccines in Brazil.,2025,Fernanda Montenegro de Carvalho Araújo,"Unidade de Apoio ao Diagnóstico da COVID-19, Fundação Oswaldo Cruz (Fiocruz), Eusébio 61773-270, Ceará, Brazil.",
40430765,The Overlooked Nucleocapsid Response: A Cohort Study of SARS-CoV-2 Vaccines in Brazil.,2025,Luiz Odorico Monteiro de Andrade,"Unidade de Apoio ao Diagnóstico da COVID-19, Fundação Oswaldo Cruz (Fiocruz), Eusébio 61773-270, Ceará, Brazil.",
40430765,The Overlooked Nucleocapsid Response: A Cohort Study of SARS-CoV-2 Vaccines in Brazil.,2025,Marcela Helena Gambim Fonseca,"Unidade de Apoio ao Diagnóstico da COVID-19, Fundação Oswaldo Cruz (Fiocruz), Eusébio 61773-270, Ceará, Brazil.",
40406109,Evaluation of humoral and cellular immune responses in healthcare workers with varying levels of SARS-CoV-2 exposure: effects of CoronaVac vaccination followed by heterologous booster.,2025,Roberto Stefan de Almeida Ribeiro,"Laboratory of Immunopathology (LIP), Discipline of General Pathology, Medical Science Faculty, UERJ, Rio de Janeiro, Brazil.",
40406109,Evaluation of humoral and cellular immune responses in healthcare workers with varying levels of SARS-CoV-2 exposure: effects of CoronaVac vaccination followed by heterologous booster.,2025,Vinicius da Cunha Lisboa,"Laboratory of Immunopathology (LIP), Discipline of General Pathology, Medical Science Faculty, UERJ, Rio de Janeiro, Brazil.",
40406109,Evaluation of humoral and cellular immune responses in healthcare workers with varying levels of SARS-CoV-2 exposure: effects of CoronaVac vaccination followed by heterologous booster.,2025,Samara Galdino de Azevedo,"Laboratory of Immunopathology (LIP), Discipline of General Pathology, Medical Science Faculty, UERJ, Rio de Janeiro, Brazil.",
40406109,Evaluation of humoral and cellular immune responses in healthcare workers with varying levels of SARS-CoV-2 exposure: effects of CoronaVac vaccination followed by heterologous booster.,2025,Luciana Silva Rodrigues,"Laboratory of Immunopathology (LIP), Discipline of General Pathology, Medical Science Faculty, UERJ, Rio de Janeiro, Brazil.",
40357526,Comparative effectiveness of Omicron XBB 1.5-adapted COVID-19 vaccines: a systematic literature review and network meta-analysis.,2025,Kyle Fahrbach,"Evidence Synthesis, Evidera Inc., Wilmington, NC, USA.",
40357526,Comparative effectiveness of Omicron XBB 1.5-adapted COVID-19 vaccines: a systematic literature review and network meta-analysis.,2025,Allie Cichewicz,"Evidence Synthesis, Evidera Inc., Wilmington, NC, USA.",
40357526,Comparative effectiveness of Omicron XBB 1.5-adapted COVID-19 vaccines: a systematic literature review and network meta-analysis.,2025,Haitao Chu,"Statistics, Pfizer Inc., New York, NY, USA.",
40357526,Comparative effectiveness of Omicron XBB 1.5-adapted COVID-19 vaccines: a systematic literature review and network meta-analysis.,2025,Manuela Di Fusco,"Health Economics and Outcomes Research, Pfizer Inc., New York, NY, USA.",
40357526,Comparative effectiveness of Omicron XBB 1.5-adapted COVID-19 vaccines: a systematic literature review and network meta-analysis.,2025,Heather Burnett,"Evidence Synthesis, Evidera Inc., Wilmington, NC, USA.",
40357526,Comparative effectiveness of Omicron XBB 1.5-adapted COVID-19 vaccines: a systematic literature review and network meta-analysis.,2025,Hannah R Volkman,"Medical Affairs, Pfizer Inc., New York, NY, USA.",
40357526,Comparative effectiveness of Omicron XBB 1.5-adapted COVID-19 vaccines: a systematic literature review and network meta-analysis.,2025,Morodoluwa Akin-Fajiye,"Evidence Synthesis, Evidera Inc., Wilmington, NC, USA.",
40357526,Comparative effectiveness of Omicron XBB 1.5-adapted COVID-19 vaccines: a systematic literature review and network meta-analysis.,2025,Carlos Fernando Mendoza,"Health Economics and Outcomes Research, Pfizer Inc., New York, NY, USA.",
40357526,Comparative effectiveness of Omicron XBB 1.5-adapted COVID-19 vaccines: a systematic literature review and network meta-analysis.,2025,Joseph C Cappelleri,"Statistics, Pfizer Inc., New York, NY, USA.",
40328431,Safety Monitoring of Bivalent COVID-19 mRNA Vaccines Among Recipients 6 Months and Older in the United States.,2025,Patricia C Lloyd,"US Food and Drug Administration, Silver Spring, Maryland, USA.",
40328431,Safety Monitoring of Bivalent COVID-19 mRNA Vaccines Among Recipients 6 Months and Older in the United States.,2025,Elizabeth R Smith,"Acumen LLC, Burlingame, California, USA.",
40328431,Safety Monitoring of Bivalent COVID-19 mRNA Vaccines Among Recipients 6 Months and Older in the United States.,2025,Joann F Gruber,"US Food and Drug Administration, Silver Spring, Maryland, USA.",
40328431,Safety Monitoring of Bivalent COVID-19 mRNA Vaccines Among Recipients 6 Months and Older in the United States.,2025,Michelle Ondari,"Acumen LLC, Burlingame, California, USA.",
40328431,Safety Monitoring of Bivalent COVID-19 mRNA Vaccines Among Recipients 6 Months and Older in the United States.,2025,Hui Lee Wong,"US Food and Drug Administration, Silver Spring, Maryland, USA.",
40328431,Safety Monitoring of Bivalent COVID-19 mRNA Vaccines Among Recipients 6 Months and Older in the United States.,2025,Mao Hu,"Acumen LLC, Burlingame, California, USA.",
40328431,Safety Monitoring of Bivalent COVID-19 mRNA Vaccines Among Recipients 6 Months and Older in the United States.,2025,Tainya C Clarke,"US Food and Drug Administration, Silver Spring, Maryland, USA.",
40328431,Safety Monitoring of Bivalent COVID-19 mRNA Vaccines Among Recipients 6 Months and Older in the United States.,2025,Rowan McEvoy,"Acumen LLC, Burlingame, California, USA.",
40328431,Safety Monitoring of Bivalent COVID-19 mRNA Vaccines Among Recipients 6 Months and Older in the United States.,2025,Kandace L Amend,"Optum Epidemiology, Boston, Massachusetts, USA.",
40328431,Safety Monitoring of Bivalent COVID-19 mRNA Vaccines Among Recipients 6 Months and Older in the United States.,2025,Daniel C Beachler,"Carelon Research, Wilmington, Delaware, USA.",
40328431,Safety Monitoring of Bivalent COVID-19 mRNA Vaccines Among Recipients 6 Months and Older in the United States.,2025,Cheryl N McMahill-Walraven,"CVS Health, Blue Bell, Pennsylvania, USA.",
40328431,Safety Monitoring of Bivalent COVID-19 mRNA Vaccines Among Recipients 6 Months and Older in the United States.,2025,John D Seeger,"Optum Epidemiology, Boston, Massachusetts, USA.",
40328431,Safety Monitoring of Bivalent COVID-19 mRNA Vaccines Among Recipients 6 Months and Older in the United States.,2025,Alex Secora,"IQVIA, Falls Church, Virginia, USA.",
40328431,Safety Monitoring of Bivalent COVID-19 mRNA Vaccines Among Recipients 6 Months and Older in the United States.,2025,Djeneba Audrey Djibo,"CVS Health, Blue Bell, Pennsylvania, USA.",
40328431,Safety Monitoring of Bivalent COVID-19 mRNA Vaccines Among Recipients 6 Months and Older in the United States.,2025,Jennifer Song,"Optum Epidemiology, Boston, Massachusetts, USA.",
40328431,Safety Monitoring of Bivalent COVID-19 mRNA Vaccines Among Recipients 6 Months and Older in the United States.,2025,Nandini Selvam,"IQVIA, Falls Church, Virginia, USA.",
40328431,Safety Monitoring of Bivalent COVID-19 mRNA Vaccines Among Recipients 6 Months and Older in the United States.,2025,Jonathan P DeShazo,"CVS Health, Blue Bell, Pennsylvania, USA.",
40328431,Safety Monitoring of Bivalent COVID-19 mRNA Vaccines Among Recipients 6 Months and Older in the United States.,2025,Robin Clifford,"Optum Epidemiology, Boston, Massachusetts, USA.",
40328431,Safety Monitoring of Bivalent COVID-19 mRNA Vaccines Among Recipients 6 Months and Older in the United States.,2025,Eugenio Abente,"CVS Health, Blue Bell, Pennsylvania, USA.",
40328431,Safety Monitoring of Bivalent COVID-19 mRNA Vaccines Among Recipients 6 Months and Older in the United States.,2025,Yoganand Chillarige,"Acumen LLC, Burlingame, California, USA.",
40328431,Safety Monitoring of Bivalent COVID-19 mRNA Vaccines Among Recipients 6 Months and Older in the United States.,2025,Richard A Forshee,"US Food and Drug Administration, Silver Spring, Maryland, USA.",
40328431,Safety Monitoring of Bivalent COVID-19 mRNA Vaccines Among Recipients 6 Months and Older in the United States.,2025,Steven A Anderson,"US Food and Drug Administration, Silver Spring, Maryland, USA.",
40328431,Safety Monitoring of Bivalent COVID-19 mRNA Vaccines Among Recipients 6 Months and Older in the United States.,2025,Azadeh Shoaibi,"US Food and Drug Administration, Silver Spring, Maryland, USA.",
40327641,Effectiveness over time of a primary series of the original monovalent COVID-19 vaccines in adults in the United States.,2025,J Bradley Layton,"RTI Health Solutions, Research Triangle Park, North Carolina, United States of America.",
40327641,Effectiveness over time of a primary series of the original monovalent COVID-19 vaccines in adults in the United States.,2025,Patricia C Lloyd,"Center for Biologics Evaluation and Research, US Food and Drug Administration, Silver Spring, Maryland, United States of America.",
40327641,Effectiveness over time of a primary series of the original monovalent COVID-19 vaccines in adults in the United States.,2025,Lauren S Peetluk,"Optum Epidemiology, Boston, Massachusetts, United States of America.",
40327641,Effectiveness over time of a primary series of the original monovalent COVID-19 vaccines in adults in the United States.,2025,Yixin Jiao,"Acumen LLC, Burlingame, California, United States of America.",
40327641,Effectiveness over time of a primary series of the original monovalent COVID-19 vaccines in adults in the United States.,2025,Djeneba Audrey Djibo,"Safety Surveillance & Collaboration, CVS Health, Blue Bell, Pennsylvania, United States of America.",
40327641,Effectiveness over time of a primary series of the original monovalent COVID-19 vaccines in adults in the United States.,2025,Joann F Gruber,"Center for Biologics Evaluation and Research, US Food and Drug Administration, Silver Spring, Maryland, United States of America.",
40327641,Effectiveness over time of a primary series of the original monovalent COVID-19 vaccines in adults in the United States.,2025,Jie Deng,"Optum Epidemiology, Boston, Massachusetts, United States of America.",
40327641,Effectiveness over time of a primary series of the original monovalent COVID-19 vaccines in adults in the United States.,2025,Christine Bui,"RTI Health Solutions, Research Triangle Park, North Carolina, United States of America.",
40327641,Effectiveness over time of a primary series of the original monovalent COVID-19 vaccines in adults in the United States.,2025,An-Chi Lo,"Acumen LLC, Burlingame, California, United States of America.",
40327641,Effectiveness over time of a primary series of the original monovalent COVID-19 vaccines in adults in the United States.,2025,Rachel P Ogilvie,"Optum Epidemiology, Boston, Massachusetts, United States of America.",
40327641,Effectiveness over time of a primary series of the original monovalent COVID-19 vaccines in adults in the United States.,2025,Ron Parambi,"Optum Epidemiology, Boston, Massachusetts, United States of America.",
40327641,Effectiveness over time of a primary series of the original monovalent COVID-19 vaccines in adults in the United States.,2025,Michael Miller,"Optum Epidemiology, Boston, Massachusetts, United States of America.",
40327641,Effectiveness over time of a primary series of the original monovalent COVID-19 vaccines in adults in the United States.,2025,Jennifer Song,"Optum Epidemiology, Boston, Massachusetts, United States of America.",
40327641,Effectiveness over time of a primary series of the original monovalent COVID-19 vaccines in adults in the United States.,2025,Lisa B Weatherby,"Optum Epidemiology, Boston, Massachusetts, United States of America.",
40327641,Effectiveness over time of a primary series of the original monovalent COVID-19 vaccines in adults in the United States.,2025,Sylvia Cho,"Center for Biologics Evaluation and Research, US Food and Drug Administration, Silver Spring, Maryland, United States of America.",
40327641,Effectiveness over time of a primary series of the original monovalent COVID-19 vaccines in adults in the United States.,2025,Hui Lee Wong,"Center for Biologics Evaluation and Research, US Food and Drug Administration, Silver Spring, Maryland, United States of America.",
40327641,Effectiveness over time of a primary series of the original monovalent COVID-19 vaccines in adults in the United States.,2025,Tainya C Clarke,"Center for Biologics Evaluation and Research, US Food and Drug Administration, Silver Spring, Maryland, United States of America.",
40327641,Effectiveness over time of a primary series of the original monovalent COVID-19 vaccines in adults in the United States.,2025,Jessica Rose Hervol,"Acumen LLC, Burlingame, California, United States of America.",
40327641,Effectiveness over time of a primary series of the original monovalent COVID-19 vaccines in adults in the United States.,2025,Dóra Illei,"RTI International, Washington, District of Columbia, United States of America.",
40327641,Effectiveness over time of a primary series of the original monovalent COVID-19 vaccines in adults in the United States.,2025,Elizabeth J Bell,"Optum Epidemiology, Boston, Massachusetts, United States of America.",
40327641,Effectiveness over time of a primary series of the original monovalent COVID-19 vaccines in adults in the United States.,2025,Grace Wenya Yang,"OptumServe, Falls Church, Virginia, United States of America.",
40327641,Effectiveness over time of a primary series of the original monovalent COVID-19 vaccines in adults in the United States.,2025,John D Seeger,"Optum Epidemiology, Boston, Massachusetts, United States of America.",
40327641,Effectiveness over time of a primary series of the original monovalent COVID-19 vaccines in adults in the United States.,2025,Michael Wernecke,"Acumen LLC, Burlingame, California, United States of America.",
40327641,Effectiveness over time of a primary series of the original monovalent COVID-19 vaccines in adults in the United States.,2025,Morgan M Richey,"RTI Health Solutions, Research Triangle Park, North Carolina, United States of America.",
40327641,Effectiveness over time of a primary series of the original monovalent COVID-19 vaccines in adults in the United States.,2025,Richard A Forshee,"Center for Biologics Evaluation and Research, US Food and Drug Administration, Silver Spring, Maryland, United States of America.",
40327641,Effectiveness over time of a primary series of the original monovalent COVID-19 vaccines in adults in the United States.,2025,Steven A Anderson,"Center for Biologics Evaluation and Research, US Food and Drug Administration, Silver Spring, Maryland, United States of America.",
40327641,Effectiveness over time of a primary series of the original monovalent COVID-19 vaccines in adults in the United States.,2025,Yoganand Chillarige,"Acumen LLC, Burlingame, California, United States of America.",
40327641,Effectiveness over time of a primary series of the original monovalent COVID-19 vaccines in adults in the United States.,2025,Cheryl N McMahill-Walraven,"Safety Surveillance & Collaboration, CVS Health, Blue Bell, Pennsylvania, United States of America.",
40327641,Effectiveness over time of a primary series of the original monovalent COVID-19 vaccines in adults in the United States.,2025,Kandace L Amend,"Optum Epidemiology, Boston, Massachusetts, United States of America.",
40327641,Effectiveness over time of a primary series of the original monovalent COVID-19 vaccines in adults in the United States.,2025,Mary S Anthony,"RTI Health Solutions, Research Triangle Park, North Carolina, United States of America.",
40327641,Effectiveness over time of a primary series of the original monovalent COVID-19 vaccines in adults in the United States.,2025,Azadeh Shoaibi,"Center for Biologics Evaluation and Research, US Food and Drug Administration, Silver Spring, Maryland, United States of America.",
40304691,"Safety and immunogenicity of PHH-1V booster against SARS-CoV-2 variants, including omicron subvariants: Results from a phase IIb open-label extension study.",2025,José Molto,"CIBER Enfermedades Infecciosas (CIBERINFEC), Instituto de Salud Carlos III, Madrid, Spain.",
40304691,"Safety and immunogenicity of PHH-1V booster against SARS-CoV-2 variants, including omicron subvariants: Results from a phase IIb open-label extension study.",2025,Laia Bernad,"Irsicaixa, Badalona, Spain.",
